"id","total","created_at"
"d96c1f64-0bc3-4f95-9cc5-d24dda0b9666",840.81,"2021-01-16T15:25:29.319Z"
"64f2fdc1-f3e3-4109-ab88-d5b2fa30b07b",813.29,"2021-12-31T18:05:35.778Z"
"5f27ca4a-13f4-4b64-b469-3fe728c14421",726.2,"2021-09-30T02:53:35.207Z"
"69d1cd01-7c28-4484-b2ec-0c863034cca4",604.77,"2021-11-23T00:56:14.108Z"
"006a48fe-be22-448b-97a8-145380a4a816",341.98,"2020-01-19T05:21:35.911Z"
"28332322-5304-472f-93a3-ca30d42d5e19",657.4,"2021-11-13T00:20:06.395Z"
"53df455c-b248-406c-936d-2a510836eb47",176.24,"2020-03-12T19:31:29.542Z"
"4834294a-82be-438d-904a-d68bec41e044",168.21,"2022-02-02T00:28:35.029Z"
"60c0c285-c57f-49bf-b3c1-15d63bfa1216",469.87,"2022-02-06T06:00:58.991Z"
"60d8e97f-6192-43cd-bf71-2f6bcb45b0b0",139.37,"2021-09-16T05:23:23.974Z"
"08fb29c0-3107-48c2-807e-6bf9e8ed489c",563.05,"2021-01-09T09:55:47.912Z"
"0b2e7edc-97dc-4291-9bf9-340c8073be74",82.52,"2021-04-12T18:54:39.045Z"
"1247f329-555f-4872-8f32-f0d214ea9ade",129.73,"2020-01-25T00:28:13.464Z"
"0a98ffa8-f3ed-4fd7-8f8d-71ec5036026f",745.58,"2022-02-21T18:21:32.195Z"
"cc0fba35-f462-4648-a13c-68ba80478063",918.51,"2021-11-14T01:09:01.292Z"
"10f58d7b-7b88-4c2c-9ce2-bb9403918249",913.82,"2021-06-24T17:43:36.991Z"
"0807ed08-c40a-4c2c-8d22-ef927eca281f",760.13,"2021-04-27T22:36:47.325Z"
"fc7901f7-ef3a-4b61-9323-fda1b273f18d",713,"2021-03-09T20:41:00.496Z"
"92993328-79cd-4a53-8b25-359237283989",157.99,"2022-01-22T12:04:45.099Z"
"753f7736-390b-45a6-b762-13be4f72e38c",612.82,"2020-12-18T11:33:48.809Z"
"44a5cd8d-1df3-4098-93a1-9520979e6010",470.22,"2021-04-04T16:53:59.350Z"
"6dadc51b-6c65-4cd4-b4c4-d73b2cca2005",642.15,"2021-05-27T12:57:17.521Z"
"f45efaa7-42ad-42ab-9ec9-81697d5110fc",263.92,"2021-06-08T01:02:41.723Z"
"2e3b0f1d-2eeb-4b17-a588-b8ddd4966e85",141.26,"2022-01-02T19:05:54.110Z"
"b6d1a3d8-bd8e-4804-a5c2-0ecf693582cc",95.1,"2020-09-05T19:02:00.543Z"
"298f359d-f5ff-4224-8801-b4c4d0e0533d",219.1,"2020-12-12T00:01:16.536Z"
"91074fe8-6c23-4e48-9ffd-1b791f2e8a62",524.52,"2021-08-24T18:01:13.621Z"
"49d9755a-61c5-40e9-9f4e-f5fdaa0d2d62",801.37,"2020-12-06T13:16:17.213Z"
"bdbbbcbd-c552-48b9-b3d0-56508b21ff1a",267.95,"2021-04-10T21:48:11.999Z"
"91a6f382-8b43-4d92-aa2b-c196dd8dd618",522.79,"2021-07-12T05:11:01.032Z"
"7f7896e7-1fce-46b2-b013-90befaf9339b",603.82,"2021-08-03T13:26:22.659Z"
"a1540f28-85ee-46a7-9270-ca2cb5043fa9",708.55,"2021-07-27T04:32:18.757Z"
"bd554573-cf24-45d2-a062-d1f77a6c4250",902.05,"2022-02-12T11:21:42.481Z"
"38e4d9a2-36ce-46bb-a385-c478865dcb3b",98.31,"2021-01-26T00:35:12.613Z"
"bb44eb08-b5c8-4ff4-8c16-e4033c4bcc6d",448.34,"2020-07-10T05:45:58.205Z"
"31b014dd-47cb-401b-9327-74f298e789e8",498.54,"2020-10-01T17:12:42.147Z"
"a5ae7cbd-bf94-4914-a61c-23c340672a2f",560.41,"2020-09-22T10:19:28.325Z"
"426282e2-32cb-42ce-b42f-2af68dadd33b",507.1,"2020-01-14T16:26:12.650Z"
"55c6ca73-5978-419b-8c17-a5b8e9bde368",480.79,"2020-06-24T16:11:03.040Z"
"0c7cb70e-091e-4383-8f08-30c70b6a4d9f",78.65,"2022-02-16T13:58:56.163Z"
"45ca7ff9-45e8-4bd7-a7dc-2abce5e88826",992.99,"2020-08-16T22:38:38.333Z"
"bf49fd43-37ac-4fb0-9c02-f9daeef72f1d",325.85,"2020-05-14T11:56:38.627Z"
"3c900e53-deea-4e8e-8a19-c009eae1ca09",770.05,"2020-11-29T19:03:21.620Z"
"89c135fe-ca0a-4ebe-804c-ad615ccbc7ee",22.39,"2020-04-17T18:40:50.861Z"
"abc61b55-9382-4127-aeda-ca3185b31f5c",293.8,"2020-08-27T09:02:33.856Z"
"ac11c4c4-ffb0-40d7-af0c-b154a154805e",593.33,"2022-02-21T12:41:58.650Z"
"4c55b599-35dd-4b9c-a423-bf6e5baf101d",186.23,"2022-01-22T20:33:41.448Z"
"820ded15-4522-4c25-90d8-019b59136290",426.11,"2021-01-30T06:51:31.423Z"
"fb57ad90-a528-4be6-a929-0aa49a26e0ad",492.9,"2020-07-18T22:02:34.414Z"
"c84ed378-9f8a-499b-bda5-dbf70aa6bf14",193.17,"2021-12-07T08:07:48.649Z"
"4956b66c-6c0c-4127-accf-3276f23bb42f",183.66,"2022-02-10T17:02:59.429Z"
"c254a6dd-33cc-41b5-9790-c83024414443",595.8,"2021-04-27T08:57:48.982Z"
"df00e08b-b730-454d-bff0-5ec5f2d38dcc",552.21,"2020-05-28T07:36:02.638Z"
"90b40541-fc10-4726-bcf4-573cbf9f8545",845.79,"2021-05-05T19:33:06.424Z"
"bb2401ed-cc57-4f5d-85b2-feaf0555f7ea",432.56,"2020-03-10T08:19:17.424Z"
"2c5eb4f7-71af-4aad-b332-00718c85b0be",636.95,"2021-08-15T13:21:33.825Z"
"a7a3da49-d64f-4cd5-bd36-32abe2dc64ac",308.45,"2020-04-28T15:14:50.259Z"
"7c42b0d6-7bfe-4615-b140-5d9bb3621df2",641.17,"2020-11-25T00:31:25.413Z"
"50eac6c9-a8ef-42b7-bd36-63edade09026",673.93,"2021-06-01T20:01:09.297Z"
"32aecaf1-fc4f-4e25-b8e2-ef312202349d",191.14,"2020-08-24T09:31:47.396Z"
"c2cf1f45-a102-4195-bd5a-1c707b528fb1",520.09,"2020-11-18T03:39:06.542Z"
"8317021e-e224-4575-b6ef-e67909f76bb2",546.93,"2021-03-16T13:02:19.064Z"
"74d55e6d-3fe6-4533-8b6b-29b7dad3ad8f",671.69,"2021-01-02T06:50:17.034Z"
"45ed0d56-088b-4e9c-ac12-a3230bfb68b9",795.52,"2020-09-19T08:27:51.826Z"
"4b5c6234-98ca-41c4-acc5-459bd6912f62",456.74,"2020-06-09T14:51:56.949Z"
"cf3b85e6-5065-4d77-a76f-df88db2f145f",98.23,"2021-06-10T02:05:07.659Z"
"df0d32e6-5399-4146-bf12-55694ca3d19b",220.79,"2021-03-19T10:27:30.821Z"
"fd876172-183b-4d4f-9ea0-c1daec8410b8",616.35,"2021-11-23T15:56:34.376Z"
"dc7426c2-a25b-4509-b933-7be5ddb6fb21",361.41,"2022-01-06T17:49:39.909Z"
"c76cef35-9937-4fb7-8458-152e340a845f",818.26,"2021-05-18T09:15:27.747Z"
"29849955-aa17-4862-8c08-ea0c664ac1cd",947.5,"2021-09-21T18:28:27.185Z"
"b5575167-2020-462c-967f-9741116d484c",901.32,"2022-02-03T16:47:00.496Z"
"0c0350dd-aab9-404b-9f1a-90e0630d986f",214.1,"2020-08-22T06:38:23.455Z"
"e6705477-d7e9-4848-8b6d-62dfab23257a",642.07,"2020-03-29T15:16:01.197Z"
"632888a5-7f3b-46dd-b004-b715abd8b9e2",493.4,"2020-08-04T08:44:01.188Z"
"0292eb33-7ee8-449f-8300-62a1f0184fb9",61.11,"2020-12-17T10:50:50.065Z"
"9a91b599-f67b-41c0-8f57-20e138db4618",766.99,"2020-07-11T00:17:44.984Z"
"8ce33da2-260e-4171-9a80-7dcd8569961d",519.76,"2020-09-08T08:09:32.447Z"
"90deba20-b9e8-4d6f-8a89-0f3fbaad1527",745.47,"2020-06-12T06:23:29.443Z"
"6f3ca386-7217-4f8f-bcb3-513341163be2",619.3,"2021-09-20T19:36:56.055Z"
"bcd7363a-9363-4d8a-b52d-b208a129ecc3",813.04,"2020-12-23T08:20:38.055Z"
"ef42d52c-b062-4d58-8d75-06a7708cea18",593.04,"2020-12-24T09:13:24.375Z"
"dcd86d47-534d-46a0-97e1-730a718af591",25.22,"2021-12-26T21:48:58.203Z"
"92c0c9e9-0978-40fd-a97a-3562d2f9b0e5",861.99,"2021-01-27T16:43:09.490Z"
"269ae30e-cc9f-4941-99c1-1eb6dd3b32ee",131.71,"2020-09-02T12:19:05.309Z"
"9bbf9d23-19e7-4597-b265-333fbcc958dd",298.43,"2020-07-13T14:57:15.187Z"
"3d1d25ed-b70b-40f9-9df1-2c689a25a1c9",334.48,"2020-04-02T01:59:11.341Z"
"e4bdcb2d-702e-4f12-9371-acd208a215e3",64.97,"2021-09-07T04:42:08.713Z"
"09d8b461-c46c-4753-8cbd-4b18ce96a734",312.74,"2020-12-28T19:10:19.736Z"
"6a6d890e-0470-444d-a3d2-34aa75514c71",169.15,"2021-11-22T13:24:24.078Z"
"0bd8c302-c23a-4881-8f97-07165d608c94",944.34,"2021-05-27T08:20:02.781Z"
"ef929ac4-81ff-4a09-b263-1e9fb321272a",25.33,"2021-09-21T00:15:25.627Z"
"e9c0eb67-e4a8-4e92-8867-694dc1876777",585.96,"2020-04-26T21:39:57.030Z"
"77844eb9-9ed8-423c-9310-bfdfcdf2ab05",529.03,"2021-12-24T20:02:31.277Z"
"59557811-bcb4-421c-96a2-251952f22fb1",131.25,"2020-10-04T05:16:22.706Z"
"7e26de56-79d9-48ce-adfe-400891a7c3fa",449.95,"2022-02-09T13:42:16.822Z"
"2b6e84b4-7991-45e1-ba77-17f93d39a9d3",244.28,"2020-11-09T02:45:44.600Z"
"f694ef29-38d3-412a-b046-d1faf03149b7",238.96,"2021-03-30T19:47:49.771Z"
"c36a6daa-6a91-4168-9001-1dde3d69cccf",249.61,"2020-04-07T22:24:35.028Z"
"a340fd04-898e-4078-a9ef-606a7f471493",206.57,"2020-06-02T08:58:37.307Z"
"c3d766d5-543e-46ee-98b5-01bf61f48322",92.12,"2020-01-13T01:28:11.121Z"
"547bce97-7811-4946-af5d-fb287291f82e",856.37,"2020-02-04T13:36:56.724Z"
"a29482df-6870-4300-9cdf-96c12a851a85",127.17,"2020-05-30T09:45:58.850Z"
"23fb4c50-55c1-45bf-9b7c-136879033c1f",405.63,"2021-09-08T09:49:09.281Z"
"6f781340-99c0-4d25-b3d6-f7c4717b9d8b",261.31,"2020-03-16T22:32:10.868Z"
"a291398e-1982-4558-9a7b-3499ca185461",681.56,"2021-03-21T00:08:57.202Z"
"76a184b7-182c-4d4d-a5e8-7faf0e7d238a",884.75,"2020-10-02T10:55:30.136Z"
"31954852-ed21-4c70-9654-8c407826712d",518.66,"2021-11-18T13:01:18.879Z"
"898b7c7f-ed54-44dc-9023-6b189b915da6",536.42,"2022-01-03T13:33:02.360Z"
"02b48254-2258-4273-ad20-69c5de4b3ee1",756.16,"2020-08-06T23:02:25.533Z"
"376c8627-9e6a-45c3-a045-4683beafc290",715.72,"2020-01-30T20:49:47.612Z"
"aafefb35-7628-4a25-ac81-758ba99ef899",206.05,"2020-02-17T07:45:43.586Z"
"87161a04-66d3-4022-84ff-a4aee7d36c3f",626.88,"2021-04-01T01:20:30.611Z"
"d0878a29-6cb9-4eba-96e9-aa1aefc0c332",88.81,"2021-03-12T16:43:30.248Z"
"9ee23fcf-e7b5-4f46-8834-fa67ec03555b",642.84,"2021-06-18T09:31:07.763Z"
"8d7a5e50-16b4-4925-babd-79d2a10f9663",656.45,"2021-06-16T18:38:18.773Z"
"1b76a409-03b5-46da-9666-745c7bb7b6b6",200.58,"2021-04-10T00:07:21.856Z"
"5d0d4a6c-8739-4b40-9209-0c59826396b4",959.87,"2021-11-08T12:09:43.404Z"
"16327de9-9270-40f6-9cec-8ba28477ffbe",176.3,"2020-12-05T14:50:46.310Z"
"803cc969-12b0-417a-a0f5-fc42a9e9aa63",320.55,"2022-02-25T11:48:13.179Z"
"437b1886-3734-4b9e-b64e-ced72ecd3888",303.76,"2020-05-14T11:32:22.488Z"
"0a97ed94-2875-4183-9697-4ecea1720911",289.2,"2020-07-07T10:08:11.217Z"
"183aea56-f5d6-45a2-a07a-4d57e9d2511e",355.5,"2020-12-06T01:39:17.274Z"
"ca7d70d6-c191-49e2-a610-5095898f6b12",412.89,"2021-08-09T08:37:58.827Z"
"6490dc19-2db9-4210-bf14-e4bcde934ce1",268.42,"2020-11-14T23:43:07.365Z"
"48551774-0d33-4cb2-91f2-3bfacfd48257",386.46,"2020-06-19T06:01:50.468Z"
"ea7ee101-e0fa-4c12-806f-369bbd5be327",95.74,"2021-06-09T14:01:23.575Z"
"bbebee36-2e47-43ee-b50c-ba146ad21c61",321.36,"2020-02-16T15:50:24.976Z"
"8040e7c6-8ee5-4657-9bb9-4f17bfbe9e66",216.8,"2020-05-16T13:08:34.958Z"
"77693443-211a-4d65-b912-e5d1d4438143",72.51,"2021-06-24T04:42:47.775Z"
"dfc712b7-207f-4a3f-936f-10bfb86b424c",177.17,"2020-08-13T03:13:14.505Z"
"f2204ec1-b80c-4736-bd8d-a4ac35fb609e",970.88,"2020-12-30T00:46:40.209Z"
"1cb26680-0c0f-4d50-b374-c267a4f9332d",167.42,"2021-05-27T21:32:36.744Z"
"30da2808-ba9f-45ef-89dd-cbbc1bb35bc4",35.23,"2020-05-27T09:05:01.457Z"
"a891f083-8e3f-42d4-9764-e73797e2b6a5",376.02,"2020-01-26T00:08:13.841Z"
"caa882ef-d9ac-4691-9b5f-9d6492379fdb",405.22,"2021-08-17T00:55:23.914Z"
"91cc20de-899f-4807-b979-508701bbd6f3",378.67,"2022-02-09T00:13:37.051Z"
"896c9a54-1c65-46a2-b8c2-c2742885c2bf",454.76,"2020-01-21T18:43:53.573Z"
"1809bd4d-ea42-4a4a-8f9c-8d1412eecad1",832.99,"2020-09-12T04:10:07.197Z"
"04271b82-dd21-43bc-a7e2-94c09907e2f2",270.58,"2021-07-25T11:41:34.223Z"
"b061fb7c-45a4-4f76-ac09-37d9dd15aa24",826.41,"2020-12-04T06:53:45.706Z"
"98285ff2-3714-4b42-b5e1-ec9cce4d847d",384.26,"2021-09-16T00:54:25.881Z"
"b44418e3-d681-47c5-a436-d825cf6bbd79",290.62,"2021-10-19T22:10:17.216Z"
"1d8a9de7-08c8-4cd6-b73d-ee2671317532",405.69,"2021-07-01T23:46:22.099Z"
"9e0ab4e8-4f5c-48e5-aa5e-6f6f2f448996",227.58,"2020-03-03T09:27:32.270Z"
"d914d672-ae11-43d2-83f5-8cc38f21e126",680.83,"2020-08-20T06:59:03.294Z"
"b47a4997-1dc2-4819-a23b-539a13981237",53.85,"2020-10-21T07:03:21.075Z"
"afd39e54-139d-4dc0-8151-09def36b0f29",472.8,"2020-06-12T08:13:32.986Z"
"e85085b9-6ae1-47f5-a7fe-e8610ab8a54e",901.79,"2022-01-20T19:37:48.803Z"
"09540006-2d35-4cbc-904d-aed15e4ed4c8",459.59,"2020-09-18T05:01:11.054Z"
"4fd8277a-ee9a-4cbc-a561-6512c658a63d",63.67,"2021-01-13T09:10:15.372Z"
"e15fb7d9-ffa4-4190-abbf-ea7e0fce325f",341.29,"2020-02-05T19:36:20.209Z"
"b44e4690-f303-492d-9d13-737f0be987b8",990.48,"2020-05-08T03:36:45.331Z"
"84ea4c4c-2971-42a5-a544-156b9adcc3a4",745.21,"2021-12-16T03:56:28.093Z"
"e85b97f3-d89d-4a46-b943-499a5d14cb79",689.14,"2020-03-12T16:13:47.868Z"
"843874c2-dcea-4ea9-b25f-1371030e3778",796.03,"2021-08-04T13:38:12.080Z"
"e1f8b245-927f-40df-a4af-bbc110141add",93.25,"2021-07-17T14:15:47.849Z"
"c002d03c-72a2-4c3c-b917-53535d4b0c7c",479.48,"2021-01-19T20:39:19.115Z"
"ea446bd2-fac2-4fc7-a4c8-ee1f5828c3f9",462.33,"2020-12-28T02:38:50.702Z"
"7dd5babd-1847-4702-ad98-582f6fc813fa",866.63,"2021-06-06T22:43:13.760Z"
"63cacacd-efb4-4ea0-ae45-598bfd54bab4",218.83,"2021-09-02T03:37:39.465Z"
"1e967456-877d-4400-8f9f-4ad3ae51614c",20.06,"2020-05-22T15:09:37.753Z"
"a5ee25f5-82d3-4f1a-a960-5b4d4c30dae5",878.39,"2021-12-28T09:58:52.846Z"
"789e9d87-4486-47a0-b270-98e6bb59770f",938.29,"2020-09-21T21:35:39.427Z"
"b25bd6c7-1a49-4fd3-a087-d9ae498f3545",740.2,"2020-06-23T06:34:50.485Z"
"bde2479a-9e54-4c15-8f88-9344858e17d5",154.71,"2021-02-27T08:56:27.189Z"
"fe519bd4-758a-4a7f-b4ea-369d408b6d46",558.1,"2021-04-05T10:39:26.927Z"
"8f53ac76-15b1-4313-b063-47c8d88fc439",12.23,"2020-11-21T08:35:23.381Z"
"6a5afbf2-3097-4345-bc03-7743803d879a",271.21,"2021-12-27T07:14:28.305Z"
"5aa8d29d-1de7-41f4-abbb-8159a182ad12",284.27,"2020-02-06T04:57:15.546Z"
"ff8b5aed-cc7a-43b1-8a7b-f18954a1ee3b",126.64,"2021-04-22T13:51:35.612Z"
"9ec17c1c-8b3d-4c14-80de-22b0e5d50720",253.3,"2020-04-19T08:54:12.604Z"
"397db2ca-4712-4617-b473-35bef647eb8a",12.27,"2021-04-01T08:03:22.989Z"
"f49c7a1e-b32f-4675-a692-53810874db0b",306.89,"2022-01-06T20:31:16.471Z"
"99323676-ffee-4ce6-a718-8c57b6c3a4c8",188.87,"2021-07-21T09:52:32.910Z"
"852924d5-1ab0-44f6-9334-f26bac2b2c71",930.87,"2020-11-15T19:38:08.214Z"
"8d008c45-ba3d-4483-8005-5a12d0431efb",789.03,"2022-01-23T08:01:29.225Z"
"65bf1851-977d-461a-b61e-5cddd6f36fa5",27.37,"2020-12-18T00:20:44.462Z"
"eab07fe5-0833-42c8-b5f2-3f6bf8325e3e",628.05,"2020-08-11T05:00:50.521Z"
"bcb78485-c9bf-47dc-a7af-8bf7ac4b046e",866.04,"2021-07-01T17:08:19.337Z"
"9ab75943-c324-438d-acf7-621194e71188",622.97,"2020-11-06T06:12:41.483Z"
"2d1abbf0-1a6a-4e7d-b6c6-27ef15e87c96",106.43,"2020-08-28T11:06:28.937Z"
"e572d3d4-e880-4fec-9209-363f300d1c24",134.66,"2020-05-07T21:34:59.805Z"
"b8249603-c54f-4209-8aa5-9367ea2d620b",705.39,"2020-09-05T21:59:23.930Z"
"7a542548-4f2c-4e54-8187-f56914f684bf",639.83,"2021-05-01T17:04:04.715Z"
"163221a1-8c5a-4b21-a0f2-4914caf00688",169.84,"2020-05-23T03:50:18.444Z"
"0309e452-2283-4c52-a001-72c2d9d7e06e",834.01,"2020-04-16T14:17:40.579Z"
"80dbf0d2-ea17-413d-9a46-19056e2fa8c9",249.27,"2020-01-18T09:39:46.781Z"
"4366ece1-ec44-4a39-8deb-7d97a3c9918d",457.67,"2020-02-14T16:58:28.896Z"
"12311677-6bff-43c5-a8e2-ce39262900fa",501.24,"2020-06-09T10:44:26.569Z"
"0346e534-838d-4c2d-b861-e252899bff95",869.56,"2022-02-17T06:59:40.077Z"
"a60b7da7-eea3-4236-a167-32b3d6a08e77",401.36,"2020-12-13T15:36:15.550Z"
"fafca386-e327-4ed7-8ddb-3993bceada4a",383.7,"2020-03-21T17:05:25.130Z"
"70fee8e6-d62b-48c1-9b50-69b8c327f911",563.68,"2020-09-04T17:09:50.241Z"
"01c1a5ef-1052-42a1-a2f6-429fbe5d5e29",538.55,"2021-09-20T07:25:47.504Z"
"1bb0cb54-b3b5-415b-89cc-2476dde7f487",539.19,"2020-07-31T21:16:53.754Z"
"bb71a8cf-1f58-4d98-96c7-89483608003f",857.92,"2020-07-28T16:06:33.367Z"
"adde3bb3-a4a6-465c-9c63-97533be33fcf",271.86,"2021-08-12T19:21:27.954Z"
"e4241623-0484-448b-84ad-414e7fb820c6",843.49,"2021-07-13T03:48:53.547Z"
"0f46afcb-1584-48ea-ae5b-f55d56389694",337.57,"2021-11-27T08:19:20.937Z"
"ba7f95fb-98d7-45e6-a222-53a6693b7095",898.13,"2020-08-07T10:01:57.470Z"
"196580c3-323e-481a-9517-7ec5aad6967a",983.32,"2020-05-11T05:37:58.781Z"
"7905d5cf-497e-4163-9e99-007c10ed0016",888.03,"2021-11-21T17:31:05.324Z"
"9dd5b20a-306c-436e-ab39-3772efec66ec",317.64,"2020-12-12T07:57:44.788Z"
"acf23767-64c3-44ac-bf38-c780a61fec09",126.25,"2020-10-25T20:24:15.865Z"
"dc3bf49c-db2f-4eed-ae35-590a9ceb1557",272.81,"2020-09-12T10:00:53.982Z"
"7107d28c-88a9-4a4a-b56f-b8842b4ed1fe",374.63,"2020-01-03T16:00:24.800Z"
"58d79778-315f-40f6-af5f-e9d1cf4cf18c",360.14,"2021-12-10T14:11:53.855Z"
"d15c81b4-a840-45e6-89d9-edcfa4209491",361.17,"2020-11-19T13:08:39.089Z"
"0bcd0246-31db-419b-a9d4-296349855b29",896.87,"2021-05-04T08:48:23.596Z"
"aa5ce7c7-8002-4a9a-808f-54e35b33f3e3",67.34,"2020-10-09T14:03:21.762Z"
"324031ff-3aea-43ad-9965-2929ec0efc4b",430.77,"2021-10-14T06:00:49.984Z"
"f2cd7f96-0022-4b90-a19c-bbe24b7552e7",117.1,"2021-11-06T11:56:13.514Z"
"f8a5cb32-7d86-4843-8788-f0b63f81f0cd",510.05,"2020-02-02T19:02:47.202Z"
"b06bd737-d6f0-4fd8-a298-6cea8db40994",283.89,"2020-03-23T03:29:26.396Z"
